Date,StockCode,StockName,EntrySignal,SignalStrength,EntryPrice,StopLoss,Target1,Target2,Outcome,ExitPrice,ReturnPct,HitType,VolumeSurge,MarketPhase
2026-01-09,KPIG,MNC Tourism Indonesia Tbk.,BUY - BREAKOUT,99,224.0,218.0,228.0,233.0,LOSS,218.0,-2.6785714285714284,STOP_LOSS,5.063810326951383,Trending Up
2026-01-09,PGEO,Pertamina Geothermal Energy Tbk.,BUY - BREAKOUT,89,1195.0,1142.0,1235.0,1274.0,LOSS,1142.0,-4.435146443514645,STOP_LOSS,3.084244711142565,Trending Up
2026-01-09,SSIA,Surya Semesta Internusa Tbk.,BUY - BREAKOUT,72,1825.0,1770.0,1867.0,1908.0,LOSS,1770.0,-3.0136986301369864,STOP_LOSS,1.3241928464939834,Trending Up
2026-01-12,KLBF,Kalbe Farma Tbk.,BUY - MOMENTUM,89,1220.0,1171.0,1257.0,1281.0,WIN,1281.0,5.0,TARGET2,1.9765187819115217,Sideways
2026-01-12,MSIN,MNC Digital Entertainment Tbk.,BUY - RISKY BOUNCE,70,462.0,439.0,474.0,480.0,WIN,480.0,3.896103896103896,TARGET2,157.82410733924775,Trending Down
2026-01-12,ULTJ,Ultrajaya Milk Industry & Trading Company Tbk.,BUY - BREAKOUT,95,1535.0,1478.0,1578.0,1621.0,LOSS,1478.0,-3.713355048859935,STOP_LOSS,2.423587831746856,Trending Up
2026-01-14,BRIS,Bank Syariah Indonesia Tbk.,BUY - BREAKOUT,74,2250.0,2160.0,2318.0,2385.0,LOSS,2160.0,-4.0,STOP_LOSS,1.22925496562809,Trending Up
2026-01-14,BULL,Buana Lintas Lautan Tbk.,BUY - BREAKOUT,100,640.0,633.0,645.0,650.0,LOSS,633.0,-1.09375,STOP_LOSS,18.750606304730333,Sideways
2026-01-14,CTRA,Ciputra Development Tbk.,BUY - MOMENTUM,77,905.0,869.0,932.0,950.0,WIN,950.0,4.972375690607735,TARGET2,1.35311399752593,Trending Up
2026-01-14,EMTK,Elang Mahkota Teknologi Tbk.,BUY - BREAKOUT,100,1045.0,989.0,1087.0,1129.0,LOSS,989.0,-5.358851674641149,STOP_LOSS,3.985268561589561,Trending Up
2026-01-14,KIJA,Kawasan Industri Jababeka Tbk.,BUY - BREAKOUT,86,312.0,302.0,320.0,327.0,LOSS,302.0,-3.205128205128205,STOP_LOSS,21.548725048376898,Sideways
2026-01-14,MAPI,Mitra Adiperkasa Tbk.,BUY - MOMENTUM,76,1180.0,1133.0,1215.0,1239.0,WIN,1239.0,5.0,TARGET2,1.4968979597141896,Trending Up
2026-01-15,PTRO,Petrosea Tbk.,BUY - BREAKOUT,98,12900.0,12349.0,13314.0,13727.0,LOSS,12349.0,-4.271317829457364,STOP_LOSS,29.822756531616815,Trending Up
2026-01-19,MBMA,Merdeka Battery Materials Tbk.,BUY - PULLBACK,66,770.0,706.0,821.0,847.0,LOSS,765.0,-0.6493506493506493,CLOSE,6.809975741634904,Sideways
2026-01-19,MSIN,MNC Digital Entertainment Tbk.,BUY - MOMENTUM,100,490.0,470.0,505.0,514.0,WIN,514.0,4.8979591836734695,TARGET2,52.16343665839362,Sideways
2026-01-19,PANI,Pantai Indah Kapuk Dua Tbk.,BUY - BREAKOUT,100,13150.0,13079.0,13204.0,13257.0,LOSS,13079.0,-0.5399239543726236,STOP_LOSS,16.63294513921238,Sideways
2026-01-20,JPFA,Japfa Comfeed Indonesia Tbk.,BUY - BREAKOUT,100,2930.0,2860.0,2982.0,3035.0,LOSS,2860.0,-2.3890784982935154,STOP_LOSS,3.191414896938685,Trending Up
2026-01-21,TOWR,Sarana Menara Nusantara Tbk.,BUY - MOMENTUM,96,575.0,552.0,592.0,604.0,WIN,604.0,5.043478260869565,TARGET2,3.3637302109854064,Sideways
2026-01-22,ASII,Astra International Tbk.,BUY - BREAKOUT,77,6775.0,6454.0,7016.0,7257.0,LOSS,6675.0,-1.4760147601476015,CLOSE,1.5541049400671287,Trending Up
2026-01-22,MAPI,Mitra Adiperkasa Tbk.,BUY - MOMENTUM,80,1265.0,1214.0,1303.0,1328.0,WIN,1328.0,4.980237154150197,TARGET2,1.5298796060511792,Trending Up
2026-01-22,SMRA,Summarecon Agung Tbk.,BUY - MOMENTUM,68,402.0,386.0,414.0,422.0,WIN,422.0,4.975124378109453,TARGET2,1.4003893531221576,Trending Up
2026-01-27,CUAN,Petrindo Jaya Kreasi Tbk.,BUY - BREAKOUT,100,1780.0,1674.0,1859.0,1939.0,LOSS,1674.0,-5.955056179775281,STOP_LOSS,4.67653560086298,Sideways
2026-01-27,ENRG,Energi Mega Persada Tbk.,BUY - BREAKOUT,100,1670.0,1649.0,1685.0,1701.0,LOSS,1649.0,-1.2574850299401197,STOP_LOSS,3.1997745767789523,Sideways
2026-01-27,ISAT,Indosat Tbk.,BUY - MOMENTUM,95,2460.0,2362.0,2534.0,2583.0,WIN,2583.0,5.0,TARGET2,3.434138906524256,Trending Up
2026-01-29,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,BUY - MOMENTUM,100,3780.0,3629.0,3893.0,3969.0,WIN,3969.0,5.0,TARGET2,4.616896770826184,Trending Up
2026-01-30,BMRI,Bank Mandiri (Persero) Tbk.,BUY - MOMENTUM,100,4820.0,4627.0,4965.0,5061.0,WIN,5061.0,5.0,TARGET2,3.978154990734622,Sideways
2026-01-30,GGRM,Gudang Garam Tbk.,BUY - RISKY BOUNCE,70,15650.0,14868.0,16041.0,16276.0,WIN,16276.0,4.0,TARGET2,1.260937208971086,Trending Down
2026-02-02,BBCA,Bank Central Asia Tbk.,BUY - MOMENTUM,97,7600.0,7296.0,7828.0,7980.0,WIN,7980.0,5.0,TARGET2,2.595958811129733,Trending Up
2026-02-02,INDF,Indofood Sukses Makmur Tbk.,BUY - MOMENTUM,62,7025.0,6744.0,7236.0,7376.0,WIN,7376.0,4.99644128113879,TARGET2,1.3941017143362855,Trending Up
2026-02-03,BBYB,Bank Neo Commerce Tbk.,BUY - RISKY BOUNCE,70,384.0,365.0,394.0,399.0,WIN,399.0,3.90625,TARGET2,2.377243007919806,Trending Down
2026-02-03,KIJA,Kawasan Industri Jababeka Tbk.,BUY - BREAKOUT,100,214.0,205.0,220.0,227.0,LOSS,205.0,-4.205607476635514,STOP_LOSS,5.381555045676479,Trending Up
2026-02-03,SGER,Sumber Global Energy Tbk.,BUY - RISKY BOUNCE,70,480.0,456.0,492.0,499.0,WIN,499.0,3.958333333333333,TARGET2,5.939272539764389,Trending Down
2026-02-05,UNVR,Unilever Indonesia Tbk.,BUY - MOMENTUM,95,2210.0,2122.0,2276.0,2320.0,WIN,2320.0,4.97737556561086,TARGET2,2.281056757029686,Trending Up
2026-02-09,AMRT,Sumber Alfaria Trijaya Tbk.,BUY - RISKY BOUNCE,69,1920.0,1824.0,1968.0,1997.0,WIN,1997.0,4.010416666666667,TARGET2,1.2964204145232556,Trending Up
2026-02-09,BIPI,Astrindo Nusantara Infrastruktur Tbk.,BUY - MOMENTUM,100,131.0,126.0,135.0,138.0,WIN,138.0,5.343511450381679,TARGET2,4.597982222740407,Sideways
2026-02-09,BULL,Buana Lintas Lautan Tbk.,BUY - BREAKOUT,100,400.0,391.0,407.0,414.0,LOSS,391.0,-2.25,STOP_LOSS,3.4856131452622403,Sideways
2026-02-09,KIJA,Kawasan Industri Jababeka Tbk.,BUY - BREAKOUT,100,208.0,200.0,214.0,220.0,LOSS,200.0,-3.8461538461538463,STOP_LOSS,3.7479673699981397,Sideways
2026-02-09,MSIN,MNC Digital Entertainment Tbk.,BUY - MOMENTUM,100,304.0,292.0,313.0,319.0,WIN,319.0,4.934210526315789,TARGET2,84.2043567305902,Sideways
2026-02-10,BRMS,Bumi Resources Minerals Tbk.,BUY - BREAKOUT,74,1045.0,1024.0,1060.0,1076.0,LOSS,1024.0,-2.0095693779904304,STOP_LOSS,1.2229729601358168,Trending Up
2026-02-10,ISAT,Indosat Tbk.,BUY - MOMENTUM,100,2200.0,2112.0,2266.0,2310.0,WIN,2310.0,5.0,TARGET2,4.484645077867995,Trending Up
2026-02-10,KIJA,Kawasan Industri Jababeka Tbk.,BUY - BREAKOUT,100,216.0,207.0,223.0,229.0,LOSS,207.0,-4.166666666666666,STOP_LOSS,3.731604639230258,Trending Up
2026-02-11,MAPI,Mitra Adiperkasa Tbk.,BUY - MOMENTUM,100,1330.0,1277.0,1370.0,1396.0,WIN,1396.0,4.962406015037594,TARGET2,2.734718572752706,Trending Up
2026-02-11,TLKM,Telkom Indonesia (Persero) Tbk.,BUY - MOMENTUM,79,3530.0,3389.0,3636.0,3706.0,WIN,3706.0,4.985835694050992,TARGET2,1.4942205538795248,Sideways
2026-02-12,PWON,Pakuwon Jati Tbk.,BUY - MOMENTUM,80,372.0,357.0,383.0,391.0,WIN,391.0,5.10752688172043,TARGET2,1.9438415517518914,Trending Up
2026-02-12,SINI,Singaraja Putra Tbk.,BUY - BREAKOUT,100,14950.0,14796.0,15066.0,15181.0,LOSS,14796.0,-1.0301003344481605,STOP_LOSS,2.646705366242744,Trending Up
2026-02-12,TINS,Timah Tbk.,BUY - BREAKOUT,97,4190.0,4141.0,4226.0,4263.0,LOSS,4141.0,-1.1694510739856803,STOP_LOSS,25.398599079869026,Trending Up
2026-02-13,SGER,Sumber Global Energy Tbk.,BUY - MOMENTUM,90,510.0,490.0,525.0,536.0,LOSS,500.0,-1.9607843137254901,CLOSE,5.468271662522947,Sideways
2026-02-19,MBMA,Merdeka Battery Materials Tbk.,BUY - BREAKOUT,98,905.0,856.0,941.0,978.0,LOSS,856.0,-5.414364640883978,STOP_LOSS,30.285652036722613,Trending Up
2026-02-23,BMRI,Bank Mandiri (Persero) Tbk.,BUY - BREAKOUT,78,5275.0,5111.0,5398.0,5521.0,LOSS,5111.0,-3.109004739336493,STOP_LOSS,1.594913251682834,Sideways
2026-02-23,BRPT,Barito Pacific Tbk.,BUY - BREAKOUT,90,2140.0,2097.0,2172.0,2204.0,LOSS,2097.0,-2.0093457943925235,STOP_LOSS,2.0510867797712615,Trending Up
2026-02-23,ISAT,Indosat Tbk.,BUY - MOMENTUM,93,2330.0,2237.0,2400.0,2446.0,WIN,2446.0,4.978540772532189,TARGET2,2.1647262111791217,Sideways
2026-02-23,KLBF,Kalbe Farma Tbk.,BUY - MOMENTUM,92,1080.0,1037.0,1112.0,1134.0,WIN,1134.0,5.0,TARGET2,2.6925069423770096,Sideways
2026-02-23,TRIN,Perintis Triniti Properti Tbk.,BUY - BREAKOUT,100,1175.0,1154.0,1190.0,1206.0,LOSS,1154.0,-1.7872340425531916,STOP_LOSS,4.825486471492876,Trending Up
2026-02-24,BMRI,Bank Mandiri (Persero) Tbk.,BUY - BREAKOUT,98,5375.0,5225.0,5488.0,5600.0,LOSS,5225.0,-2.7906976744186047,STOP_LOSS,2.8830731253288007,Sideways
2026-02-25,BBTN,Bank Tabungan Negara (Persero) Tbk.,BUY - BREAKOUT,63,1395.0,1344.0,1434.0,1472.0,LOSS,1344.0,-3.655913978494624,STOP_LOSS,1.5290629459940834,Trending Up
2026-02-25,MEDC,Medco Energi Internasional Tbk.,BUY - BREAKOUT,100,1730.0,1683.0,1765.0,1801.0,LOSS,1683.0,-2.7167630057803467,STOP_LOSS,2.595903184240774,Trending Up
2026-02-25,MSIN,MNC Digital Entertainment Tbk.,BUY - MOMENTUM,100,515.0,494.0,530.0,541.0,WIN,541.0,5.048543689320388,TARGET2,37.416608900596145,Sideways
2026-02-25,SMDR,Samudera Indonesia  Tbk.,BUY - BREAKOUT,84,402.0,387.0,414.0,425.0,LOSS,387.0,-3.731343283582089,STOP_LOSS,2.4516106895672802,Sideways
2026-02-27,BRMS,Bumi Resources Minerals Tbk.,BUY - BREAKOUT,69,970.0,958.0,979.0,988.0,LOSS,958.0,-1.2371134020618557,STOP_LOSS,1.7749235809722457,Trending Up
2026-02-27,GGRM,Gudang Garam Tbk.,BUY - MOMENTUM,85,17300.0,16608.0,17819.0,18165.0,WIN,18165.0,5.0,TARGET2,1.7963233430299228,Trending Up
2026-02-27,MDKA,Merdeka Copper Gold Tbk.,BUY - BREAKOUT,90,3750.0,3496.0,3941.0,4131.0,LOSS,3496.0,-6.773333333333334,STOP_LOSS,2.0489579672682043,Trending Up
2026-02-27,SMDR,Samudera Indonesia  Tbk.,BUY - BREAKOUT,86,400.0,384.0,412.0,424.0,LOSS,384.0,-4.0,STOP_LOSS,2.1932143980924894,Trending Up
2026-03-02,ITMG,Indo Tambangraya Megah Tbk.,BUY - MOMENTUM,92,23500.0,22560.0,24205.0,24675.0,WIN,24675.0,5.0,TARGET2,3.38212478920742,Trending Up
2026-03-02,PTBA,Bukit Asam (Persero) Tbk.,BUY - RISKY BOUNCE,70,2750.0,2612.0,2819.0,2860.0,WIN,2780.0,1.090909090909091,CLOSE,0.7984767175121932,Trending Down
2026-03-03,ISAT,Indosat Tbk.,BUY - MOMENTUM,100,2290.0,2198.0,2359.0,2404.0,WIN,2404.0,4.978165938864628,TARGET2,4.689226184288041,Trending Up
2026-03-05,BBCA,Bank Central Asia Tbk.,BUY - MOMENTUM,92,7100.0,6816.0,7313.0,7455.0,WIN,7455.0,5.0,TARGET2,2.1350094204520214,Sideways
2026-03-05,ISAT,Indosat Tbk.,BUY - MOMENTUM,91,2240.0,2150.0,2307.0,2352.0,WIN,2352.0,5.0,TARGET2,2.3015550416209187,Trending Up
2026-03-05,ITMG,Indo Tambangraya Megah Tbk.,BUY - BREAKOUT,100,25975.0,25139.0,26602.0,27229.0,LOSS,25139.0,-3.2184793070259863,STOP_LOSS,3.733329586872401,Trending Up
2026-03-05,MSIN,MNC Digital Entertainment Tbk.,BUY - RISKY BOUNCE,70,535.0,508.0,548.0,556.0,WIN,556.0,3.925233644859813,TARGET2,43.07339381596001,Trending Down
2026-03-05,PRDA,Prodia Widyahusada Tbk.,BUY - RISKY BOUNCE,70,2580.0,2451.0,2644.0,2683.0,WIN,2683.0,3.9922480620155043,TARGET2,0.784827758258664,Trending Up
2026-03-05,TAPG,Triputra Agro Persada Tbk.,BUY - BREAKOUT,100,1675.0,1639.0,1702.0,1729.0,LOSS,1639.0,-2.1492537313432836,STOP_LOSS,3.974708824545598,Trending Up
